Aech,Cpla,Dqua,Hsal,Obir,Orug,Sinv,Aech_baseMean,Aech_log2FoldChange,Aech_pvalue,Aech_padj,Cpla_baseMean,Cpla_log2FoldChange,Cpla_pvalue,Cpla_padj,Dqua_baseMean,Dqua_log2FoldChange,Dqua_pvalue,Dqua_padj,Hsal_baseMean,Hsal_log2FoldChange,Hsal_pvalue,Hsal_padj,Orug_baseMean,Orug_log2FoldChange,Orug_pvalue,Orug_padj,Obir_baseMean,Obir_log2FoldChange,Obir_pvalue,Obir_padj,Sinv_baseMean,Sinv_log2FoldChange,Sinv_pvalue,Sinv_padj
Aech|LOC105154939,Cpla|SGF64356,Dqua|LOC106751247,Hsal|LOC105180876,Obir|LOC105281678,Orug|SGF77648,Sinv|LOC105193112,580.743218612632,0.0206151536196311,0.918029920237104,0.9603666241527379,1108.20035881865,0.28325839285918797,2.67704646457759e-05,0.000192668488824424,1301.51077709165,0.163867875752031,0.289276958601198,0.652142571935473,158.827264848729,0.018072867474537,0.952212511481848,0.9963491784112499,748.829700273282,0.48338528578183204,0.00125486574970086,0.005821161411549179,3365.83335322406,0.091140466123644,0.514907286806193,0.82218438457645,227.23298115141498,0.461430059543281,5.59327517088375e-07,6.72682354131433e-06
Aech|LOC105146425,Cpla|SGF63667,Dqua|LOC106745594,Hsal|LOC105188302,Obir|LOC105282241,Orug|SGF78538,Sinv|LOC105195179,112.62429791842101,0.240758835770386,0.409419301917001,0.623205038658844,204.028804982254,-0.07737939135074401,0.49131828779096903,0.628528374291905,8.82528136450902,-0.24279086788591,0.541291316281206,0.813247923639572,307.649338624693,-0.0159579192565188,0.9367452409334879,0.99626544987002,30.139536153944697,0.0676049367101182,0.845781380769963,0.899329903296401,944.820347343481,-0.00803489960577403,0.968038510353604,0.992535235581566,240.495640194612,-0.9185703188628249,3.87894636173632e-11,1.0775341886417899e-09
Aech|LOC105148339,Cpla|SGF58049,Dqua|LOC106740687,Hsal|LOC105188530,Obir|LOC105284262,Orug|SGF68028,Sinv|LOC105195311,6577.3047526316395,-0.5726518989590079,0.0357197967963005,0.125924411163639,1351.6334677283999,0.140429129808804,0.00849813330665797,0.025369085125058,3141.58266831672,-0.34025826548446203,0.053570531267823,0.30704865384435603,966.072676118861,-0.0298427773532837,0.737785580459718,0.9681182499461809,1354.78049774857,0.345873434690602,0.0265071663553532,0.0706920058669728,1229.6062985856402,0.0913434651890527,0.49174302608847,0.807431796220884,404.016922066972,-0.20442119140051504,0.0029342154874601603,0.0119554820813821
Aech|LOC105148334,Cpla|SGF63557,Dqua|LOC106740709,Hsal|LOC105185193,Obir|LOC105284260,Orug|SGF82582,Sinv|LOC105195152,19450.183993926203,0.0689201913125843,0.6998085063261479,0.837542512312867,6087.354915375121,0.0728344744997486,0.132331035496819,0.233357778002168,31944.9780077827,-0.307163700338356,0.293152238633552,0.655335156594424,8133.53860132154,0.026803132716297,0.799134658432489,0.975851596213174,4982.75914343944,0.21560612158762,0.00237591516442336,0.00991242025587381,2337.6129606623103,0.389134748618616,0.037098284725873,0.224998964777091,2306.5827462288003,0.0120804834310853,0.8368251303952059,0.9035844222746179
Aech|LOC105145455,Cpla|SGF55066,Dqua|LOC106740732,Hsal|LOC105185192,Obir|LOC105284256,Orug|SGF67418,Sinv|LOC105195151,877.684286781273,-0.082853591913612,0.620598568757957,0.781938033300691,322.516233484228,-0.3825694958355921,0.046159413479501,0.10079468474399401,598.976503478888,0.32936920241050105,0.199866135278952,0.555126744778438,274.19972590023997,-0.0854212228558828,0.650793394412869,0.9601458543211759,333.60266578204397,-0.8614395275656259,2.19997236278758e-06,2.54510564172032e-05,1402.39873728828,-0.0841558631023731,0.5671071267650161,0.8490114213010649,187.760140459571,0.3527308459345929,5.3206695737745e-06,4.9644656046044395e-05
Aech|LOC105145474,Cpla|SGF55749,Dqua|LOC106750467,Hsal|LOC105185668,Obir|LOC105278712,Orug|SGF62024,Sinv|LOC105197765,1118.83319458765,0.7418065048244399,0.0167957430416759,0.0711046512301337,1741.1829209913,0.237101951423379,0.0197932553358899,0.0508140766428342,570.733304239674,0.6557560497779791,0.0854080982629586,0.38590103800379905,1383.14461059316,-0.142523251921815,0.46661066220213204,0.932905217080978,1090.0657672008801,0.28564961791410803,0.138180553469708,0.255055883764775,2671.31069491365,0.12068157156534,0.391285871152827,0.7432037073930501,1458.9495667599099,0.29938785972186,0.0031148458958817,0.0125613577051182
Aech|LOC105145556,Cpla|SGF51687,Dqua|LOC106742279,Hsal|LOC105185675,Obir|LOC105278717,Orug|SGF64026,Sinv|LOC105197768,276.581070731469,0.2453046541095661,0.312889605944141,0.5285847739783329,560.917898982548,-0.0526544029488537,0.592273112412671,0.712646280090094,55.5869216525996,0.268650481920754,0.482536534601534,0.782925560940173,326.083852213918,-0.22072184576346598,0.25524656939796997,0.863680083561146,75.694403499788,-1.45957791557325,1.2598955756255699e-05,0.000115684101033775,674.514156189201,-0.21668013813160897,0.26133754119602,0.640328551716184,201.115728271418,0.40901011555039296,0.00419801202153543,0.0160888612830373
Aech|LOC105145477,Cpla|SGF51925,Dqua|LOC106742989,Hsal|LOC105185677,Obir|LOC105278719,Orug|SGF73187,Sinv|LOC105197770,627.064007364162,-0.530015830607329,0.00047216145295656795,0.0039914331563278395,267.446159075777,0.143408037977237,0.215072316316138,0.340231055427103,1120.31174804431,-0.0154438458064248,0.9403467611031658,0.980919928307593,234.22785118939203,-0.0373131459132467,0.7337913057647572,0.9681182499461809,349.900409651018,0.113487718037595,0.312011157049799,0.462152782740559,1984.18368432142,0.315114297386468,0.008830862244749991,0.0892644533226501,139.926385245798,0.228516303082038,0.0041024685576428795,0.0158021491031127
Aech|LOC105145483,Cpla|SGF47599,Dqua|LOC106742875,Hsal|LOC105191659,Obir|LOC105277108,Orug|SGF74713,Sinv|LOC105197781,147.084090376145,0.45108166167674196,0.132063775665277,0.30741850926283804,82.42833979676,-0.40771145482061605,0.00529034510205552,0.0171397989120322,111.008623850587,-0.0828738379448267,0.792530624782266,0.9263695556598721,57.43562757933601,0.0345419305338849,0.835626545478427,0.9826827629179271,54.0645164635086,-0.354903300018652,0.0663056076026836,0.145854986806775,331.88595438475,1.0878994106634599,3.22634844877802e-08,4.42177339999409e-06,39.7491829583011,-0.50462791060516,0.000126184445662575,0.000803560999924338
Aech|LOC105145493,Cpla|SGF63896,Dqua|LOC106747005,Hsal|LOC105191707,Obir|LOC105277096,Orug|SGF63327,Sinv|LOC105197999,518.391771453126,0.0933645298165382,0.745537265190175,0.8659558128799559,1411.63126835987,0.12881206980673499,0.0943923697016407,0.17897167126598199,1858.23842421776,0.394571000094565,0.0363462093794088,0.253606431401265,967.144419413413,0.0303937420269114,0.685472500878291,0.964583052669172,1246.82082203414,0.12345951803330699,0.0737344245382636,0.158060534369317,1838.88763264071,0.6356192293480141,0.000207484402174948,0.00584591845145901,1212.67396193129,-0.231656873726686,0.0278441767650906,0.0748753551599293
Aech|LOC105145516,Cpla|SGF50141,Dqua|LOC106752319,Hsal|LOC105191712,Obir|LOC105276940,Orug|SGF66785,Sinv|LOC105197911,1196.97196036685,0.19739935047775398,0.44435992665486296,0.653131155833131,1087.0229590858,-1.8001366732999098,1.5581032008138402e-07,2.29998754778468e-06,1359.19758594649,-0.0160006323776843,0.9544359611330359,0.9847231885408381,2104.22435780896,-0.0373508282149656,0.8475545203998079,0.984874295397627,1856.3151361600198,-1.344988839659,3.38577954154805e-05,0.000273245952121094,2237.99480479924,-0.0342649181156783,0.8383089629017009,0.9605949002444271,806.511351625527,-0.637105012922004,5.813875327810861e-05,0.000405607606536919
Aech|LOC105145519,Cpla|SGF55773,Dqua|LOC106748801,Hsal|LOC105191531,Obir|LOC105276949,Orug|SGF68317,Sinv|LOC105197866,325.932389640179,0.4349212763633,0.13487725758570698,0.311363550529898,1321.41148654162,0.10187643379584899,0.10928809771855,0.200559652003311,5452.04350533341,0.0233715342393091,0.903557663134374,0.9701194892924521,1087.46902779896,0.0383790824628129,0.7256373487595071,0.9676144862553979,1082.11953646631,0.42756976450034295,4.55581311703065e-05,0.000353531097881578,5128.28084918517,0.312391353980948,0.0925198563748501,0.3872915685536671,838.7112061561211,0.0332274249680304,0.8282389305469949,0.8993059294092071
Aech|LOC105145524,Cpla|SGF60621,Dqua|LOC106751664,Hsal|LOC105182698,Obir|LOC105276901,Orug|SGF69318,Sinv|LOC105197871,1105.9223764553099,0.0739379497883019,0.572383252637914,0.7486029249995529,717.624175158464,0.176664744458802,0.0233408156599344,0.0581509667223857,1209.31222465166,-0.0253549385745436,0.838913084845318,0.9461790452158001,759.627973760409,0.00204885560189942,0.9773343330088291,0.9963491784112499,1918.0885474235897,0.0847117221227391,0.216989809390123,0.35651241171401293,2244.7660013285604,0.23172822504903198,0.14918368809413599,0.495148085333091,195.836362721195,-0.128103174453024,0.0654832442651816,0.148405159601169
Aech|LOC105145538,Cpla|SGF55781,Dqua|LOC106748339,Hsal|LOC105183972,Obir|LOC105287137,Orug|SGF71920,Sinv|LOC105197295,1480.23978539657,-0.312414271417139,0.0749200039570809,0.21139278953213506,898.8640337050191,0.22512029255518,0.00546550023515312,0.0175746775203891,1233.41901468202,-0.3964316549633621,0.0223330409143868,0.19648427323117104,114.06522848881,0.280107895646239,0.0396897033861053,0.589687421587531,74.47501603321331,0.11736752270533302,0.5037315456010739,0.645042375225138,2003.84457271178,-0.172226946641519,0.23552308491836,0.6097829036171379,264.026793385806,-0.0581685132186441,0.514084970366242,0.670366361592849
Aech|LOC105145549,Cpla|SGF50364,Dqua|LOC106740600,Hsal|LOC105180911,Obir|LOC105286413,Orug|SGF82819,Sinv|LOC105202476,130.241679118907,0.656505460934154,0.0433676422360531,0.14432827276995402,70.428936456235,-2.01863698887353,0.00015718906303386498,0.000872513204956093,3.77144507350814,0.4104049634924579,0.302470851245021,,100.708234401342,-0.18182440444598702,0.519668032654484,0.9438086568100992,243.22526590822702,-0.48677278983234396,0.0008932013876189141,0.00439828291488754,1824.9535752204001,-0.260296230150812,0.21852135934281403,0.587748550920562,81.3160406942399,0.288759799877907,0.0122128605105802,0.0385544483371798
Aech|LOC105152352,Cpla|SGF53446,Dqua|LOC106740792,Hsal|LOC105191484,Obir|LOC105277142,Orug|SGF83655,Sinv|LOC105197653,80.88615140175901,0.49375593087355896,0.127198974228725,0.30017265692158,161.752672621832,0.17368059254040902,0.327896586561133,0.46959297909629205,20.9220938620346,-0.0520154200351615,0.865241600364119,0.956518177211598,4.5478043153869,0.529146299358077,0.13115058745370803,,5.210683939725969,-0.220968465047183,0.679041169484646,0.782637746716556,14.6280336412921,0.549938122917274,0.0217003567488897,,10.8825962499697,0.264071927389799,0.26984034033966897,0.42870022804094104
Aech|LOC105152357,Cpla|SGF56484,Dqua|LOC106744180,Hsal|LOC105180831,Obir|LOC105286796,Orug|SGF76130,Sinv|LOC105197885,213.085560241264,-0.646171010314552,0.0071513720422550706,0.0373010285861836,694.8057081353729,0.11722853807918901,0.645660492898473,0.753548417267551,63.58800566141029,0.390952949478264,0.324247320698909,0.6831079587060699,106.345009893495,-0.11860734142309598,0.699640593030659,0.9664002041900072,27.6743651055717,-0.41627554509960896,0.332720228786164,0.48406138851958797,65.3046914785522,-0.0122541289789347,0.95649039494117,0.990563605281076,106.327385828259,2.1078439323762,1.26391492736119e-25,1.95106867584427e-23
Aech|LOC105152523,Cpla|SGF61097,Dqua|LOC106748204,Hsal|LOC105187887,Obir|LOC105276876,Orug|SGF70147,Sinv|LOC105197857,462.172068553543,0.169181104285755,0.27304981973919396,0.486220578963937,678.463586690925,0.283186392538414,0.0019842633444513602,0.00754264910252688,5623.67216006954,0.13514434002650502,0.537689403593521,0.811956165145343,183.540383675085,-0.0897286134706704,0.474758927790512,0.9337078902109541,232.650340476702,0.209610947328085,0.0718244534479694,0.155041835346111,751.768195206995,-0.106107219031532,0.502082248892857,0.8135915600431549,202.792163633271,-0.116772184480955,0.151416329989956,0.28152494956967605
Aech|LOC105152368,Cpla|SGF57964,Dqua|LOC106748250,Hsal|LOC105187921,Obir|LOC105277066,Orug|SGF79571,Sinv|LOC105197853,16137.1935136775,0.716616066342809,0.0195954422565678,0.0802440523034442,114.715301563955,-2.0804707684436203,5.26029550370697e-05,0.00034038195243393397,4324.579883285471,-0.44827121783801793,0.135314229204905,0.47345479772866705,1682.8534065341198,0.0395133571710167,0.861963381903766,0.9857975544275358,30.3091268990728,0.8636317965614821,0.12134093921745301,0.23159614546086799,13215.975171626498,-0.453098556150079,0.00459975622586045,0.0567733654403571,3783.60466271688,-0.20998379128299602,0.32382283005596,0.48831041103802597
Aech|LOC105152375,Cpla|SGF55718,Dqua|LOC106748275,Hsal|LOC105187895,Obir|LOC105277071,Orug|SGF76133,Sinv|LOC105197850,522.0613003995189,0.149856122754404,0.551687737478436,0.7352194679655271,186.210460611213,-1.08708788231487,4.3074201748065797e-07,5.464677824277901e-06,1314.40417795344,-0.43001115309201204,0.131291070899966,0.46737284795715295,1266.4841451934199,-0.096134729850599,0.392156691131889,0.9050608677770721,543.017423196147,-0.7403716164783659,3.1905554602099895e-05,0.00025998645785620697,2332.2049476778798,-0.36809413801515006,0.0160704793336788,0.131362465532395,408.297045953185,-0.0771659293587454,0.38949854624828206,0.554316112906734
Aech|LOC105152372,Cpla|SGF54497,Dqua|LOC106748224,Hsal|LOC105187898,Obir|LOC105276928,Orug|SGF82287,Sinv|LOC105197848,653.394799288067,-0.228018967715423,0.4241765276931129,0.636092500684872,1130.1066304246801,0.170869367865309,0.011045627222187,0.0315008217680846,1795.8918956201,-0.0683372594482951,0.7290024453651479,0.9006058248454781,310.16364277752996,0.158148093264113,0.27576959228117603,0.8750018570293849,1908.7862393623602,0.22804795243061798,0.005915676254770671,0.0209885142056717,1923.27746172335,-0.0186093262512676,0.901336443430578,0.9740222891335609,210.176767251286,-0.167127319685043,0.15018841885860298,0.27971102137762105
Aech|LOC105152386,Cpla|SGF57585,Dqua|LOC106751795,Hsal|LOC105189985,Obir|LOC105277014,Orug|SGF77319,Sinv|LOC105197910,450.60081593484887,0.538946532288829,0.0462445688711749,0.151440291229512,65.8096914429536,0.567316818482881,0.0016220849818500199,0.0063709995226709,488.121919316667,0.40872938016443894,0.18065229994263898,0.5319329501086121,506.158216434135,-0.070243242616458,0.470097120013784,0.9332633060652741,232.366289664939,0.10185241196369199,0.466511227295898,0.611772934521322,1318.3585196143301,-0.517737821686402,0.000621737794434003,0.013472687771379999,51.9132383117285,-0.0007199834966131349,0.9972033268688671,0.997655717485193
Aech|LOC105152397,Cpla|SGF48220,Dqua|LOC106751977,Hsal|LOC105184939,Obir|LOC105277026,Orug|SGF75894,Sinv|LOC105197825,2330.22039375522,0.5550961638917951,0.0138048925213397,0.0615265791895385,274.082593210275,-0.9217433439392879,2.39350428965581e-05,0.000175560814123771,120.64617951733,-0.278142435108575,0.31699688757182104,0.6769505410245911,52.11699810169729,0.223818914155603,0.41099973040137106,0.9115198430579141,82.3967029016394,-1.9964512836291701,4.62097128305403e-06,4.82570996930114e-05,834.7509444595889,-0.155995761572655,0.476746215042508,0.7978372125018041,47.1981703694777,-0.105242703885862,0.52064615571981,0.6757931097035289
Aech|LOC105152408,Cpla|SGF52843,Dqua|LOC106751948,Hsal|LOC105187974,Obir|LOC105277038,Orug|SGF69551,Sinv|LOC105197822,610.999016406719,-0.0760859617045014,0.6563039553088729,0.8062145655993002,1121.45597354249,0.0728034774757405,0.33009141712208195,0.471925491529159,709.670473889543,0.00277298253647771,0.9861963381268141,0.994628718826645,394.82597133316705,0.0435509844898012,0.728424857078877,0.9681182499461809,1514.0242233849801,0.17045419415020702,0.0947443889989466,0.19153935796019503,1313.3327426772,0.0514411775847537,0.7430311235940309,0.931038642518144,555.237351879819,0.32895494981525203,0.000429281820079995,0.00232257843650201
Aech|LOC105146513,Cpla|SGF62737,Dqua|LOC106749691,Hsal|LOC105188431,Obir|LOC105275735,Orug|SGF75783,Sinv|LOC105203089,454.98886357955706,-1.93618018274562,2.14671522050438e-15,2.7862792794912295e-13,3.97842309866471,0.446288905765734,0.395636382158411,0.537206900566548,365.011237024031,0.445819828191595,0.0857459320277579,0.3865807708842561,78.3880659819926,-0.0174291826670163,0.9372250018403392,0.99626544987002,1.9306702075247901,1.25754795181975,0.146421047724482,,13.1304949537308,-0.00045842010742560305,0.998439421342307,,0.211787786487462,0.153316085397916,0.29515063837375,
Aech|LOC105154704,Cpla|SGF53962,Dqua|LOC106744104,Hsal|LOC105183800,Obir|LOC105281005,Orug|SGF72658,Sinv|LOC105207434,188.92372050498298,-0.10992626321844601,0.602870764734593,0.7699166717102269,158.15046382522,0.28161740610815694,0.0706541290540156,0.14208027001908,1208.4464321697699,-0.166366722651176,0.483661796357658,0.783362304958855,304.076889992388,0.10810318151794901,0.40565810543344294,0.909385325971541,33.3918280643577,0.327638285689934,0.187428842956752,0.31971291304492894,339.59322796518904,-0.147667153269144,0.35737394475418,0.7181179053110529,84.92283376157799,0.126369717147415,0.266778801529059,0.42528115682050505
Aech|LOC105145484,Cpla|SGF50752,Dqua|LOC106742939,Hsal|LOC105191698,Obir|LOC105277107,Orug|SGF64219,Sinv|LOC105197778,712.4379222282989,-0.6868833327003071,0.00279899497549788,0.0175012504519162,46.1773117765973,-0.0150984753191427,0.9588942429652559,0.9749239716645609,665.087204209911,0.0665781284862465,0.7627520276450621,0.9154382274879491,117.547100965238,-0.255366505414022,0.273979494968697,0.8750018570293849,34.9804854930383,0.230022955332507,0.5978620259396321,0.7218414591318271,248.58973383456402,-0.41405628641069303,0.026021186088915998,0.178963265195042,36.9087984837324,0.9321548003753629,7.975268306622951e-06,7.135612399065799e-05
Aech|LOC105145520,Cpla|SGF48390,Dqua|LOC106740810,Hsal|LOC105191488,Obir|LOC105277147,Orug|SGF69764,Sinv|LOC105197868,464.01529637580086,0.23103255900660105,0.239089311074495,0.447670985667096,616.048870419964,-0.371606198124495,0.0023916172785212802,0.00884436546292408,1431.0286240885,0.0667441513927621,0.758720990128614,0.913744001408603,449.039042305475,-0.0950161749222631,0.577851294501026,0.9472668119676658,936.015330709935,-0.36674062961387893,0.00108149681961078,0.005157645721509689,2230.14183909121,-0.135644912567325,0.31497763554150104,0.6874886690293929,465.121997653168,-0.10413655333338902,0.24816715410273102,0.40427443818899295
Aech|LOC105152370,Cpla|SGF57401,Dqua|LOC106748256,Hsal|LOC105187890,Obir|LOC105277067,Orug|SGF72789,Sinv|LOC105197852,628.660842316485,0.328781828628889,0.20097982520855706,0.40094250790902897,743.8657491571139,-0.358536004242625,2.47399281721636e-07,3.40802119424504e-06,415.613176237975,-0.21356354838137198,0.40203944792821206,0.73330090262884,458.895266653416,-0.149728281260021,0.17943563716836702,0.8384348456274291,438.91056409350097,-0.19443921397938602,0.0265453171289223,0.0707673429061707,1847.85432909137,-0.11518684882966401,0.480968279101135,0.8013760987456949,316.851657982889,-0.0113103456408664,0.8419760519875121,0.9067377211221931
Aech|LOC105152384,Cpla|SGF63361,Dqua|LOC106751825,Hsal|LOC105189984,Obir|LOC105277011,Orug|SGF79667,Sinv|LOC105197837,484.819543886625,0.0392857408019094,0.874512044783145,0.936594396149673,248.343329924217,0.359311302992913,0.000162399731091094,0.0008965199023342029,359.664657020577,-0.118517842361825,0.545207923944924,0.81380064456994,200.842147817697,0.0566043357699025,0.7323640914695742,0.9681182499461809,152.246995733782,0.30020153872501193,0.164497449227944,0.28987718664460804,365.33956552956704,-0.160379476550218,0.34303920279847694,0.7082944056216659,166.232571351948,0.075531368192787,0.511005993641377,0.667779478402978
Aech|LOC105152395,Cpla|SGF52396,Dqua|LOC106751982,Hsal|LOC105187632,Obir|LOC105277023,Orug|SGF65081,Sinv|LOC105197826,275.29212517670203,0.6579284470360209,0.00032375001271527,0.00290528784597692,446.41190623471397,0.11658115887105301,0.278021061037377,0.413848367222759,445.22847007071704,0.45066878358610296,0.0221163967898377,0.195255638847793,176.86322077560902,-0.0519854776974213,0.685679086519472,0.964583052669172,604.1994564686061,0.24987071388680104,0.00348547437302167,0.0135584057101707,2067.0813045773602,0.495878221943869,0.00138072942360353,0.0240558996926675,94.75436097710458,-0.0885324879873121,0.409497598699601,0.573738880530978
Aech|LOC105152399,Cpla|SGF49769,Dqua|LOC106751939,Hsal|LOC105189488,Obir|LOC105277028,Orug|SGF68119,Sinv|LOC105197817,12256.4388490899,0.8835335637517929,1.3115090256000499e-06,2.40247686049248e-05,1142.3035517119802,-2.7511941709490197,2.60191260011204e-06,2.59112462798227e-05,1754.22008675022,-0.281805322096765,0.389427585617882,0.725080666046102,798.8184429488,0.32403466019683697,0.15652545621309902,0.8169048096214939,747.106887971546,-3.2344446157989,4.2364927042042e-11,1.6437591692312303e-09,25461.524788075298,-0.175204830734193,0.410369628637826,0.757567588698084,4180.77853436848,-1.1233738774181001,1.62789698506854e-16,9.82782363015388e-15
Aech|LOC105153714,Cpla|SGF54118,Dqua|LOC106741023,Hsal|LOC105191262,Obir|LOC105276821,Orug|SGF78014,Sinv|LOC105199938,18.127956192861603,1.34498383167388,0.0020277901234506397,0.0134801813141069,17.9748943955175,-1.0121950713271,0.0012732441554511099,0.00521176860973357,2.4046899386078597,0.298988470415109,0.43068056501591495,,28.775327561657,-0.05359238079375,0.818887489993846,0.9792455204895891,17.0782556989415,-0.0241830329059858,0.942718529813249,0.963020103499229,36.872326891540006,-0.45362391786631207,0.0712730954788877,0.335107185307972,4.2958440087258,-0.35603219272857,0.23924331090555298,0.39362819434609003
Aech|LOC105153710,Cpla|SGF54003,Dqua|LOC106746112,Hsal|LOC105181433,Obir|LOC105287922,Orug|SGF60169,Sinv|LOC105199933,3114.038719497561,-0.30690595372002194,0.11263098314404599,0.27684331491965003,624.816588148992,0.309957882088111,0.000153560989914374,0.000857678646533984,2070.63141563818,-0.12316045078519501,0.640696844456319,0.861854212659833,55.3836425093738,0.332911425849295,0.161189027450106,0.8189760476403021,857.838530284415,0.29998204336812606,0.000420437940908621,0.00234157781443844,2600.29182834595,-0.0292960504563559,0.845249052699427,0.961415311992308,321.461694906976,-0.033120167844926,0.717901373554958,0.824602736225178
Aech|LOC105153285,Cpla|SGF61593,Dqua|LOC106741052,Hsal|LOC105191633,Obir|LOC105287289,Orug|SGF69092,Sinv|LOC105199927,321.917933832244,0.191555509595465,0.405513914158186,0.619653207234109,268.77105164443,0.0676232106137657,0.510113843993496,0.645718917662513,692.249992208415,0.0609434579926197,0.7909317440714451,0.9256281615216411,310.55807928804796,-0.0997353236504397,0.358966890405586,0.894007084984909,267.586037939104,0.20930592568424103,0.401184535966394,0.552135006661525,2324.72735403296,-0.0448324424654278,0.7523701788585079,0.935217947324668,287.453477361776,-0.136998871403191,0.134032513160598,0.256718469922018
Aech|LOC105149451,Cpla|SGF54937,Dqua|LOC106743694,Hsal|LOC105191201,Obir|LOC105287981,Orug|SGF79304,Sinv|LOC105201399,856.030648526697,0.581752792328343,0.00571167522732132,0.0313508816113362,765.642122569839,0.0408615353445084,0.51271306773341,0.6479672596852011,889.614692395248,-0.0532078805377341,0.686900963903542,0.8807892021030881,671.093619206235,-0.0938780214310357,0.22131829513876897,0.855881637644243,2814.71816790538,0.196996821082035,0.0879841605589828,0.18116388404008998,1566.27580152748,-0.15646212102228002,0.290641235233986,0.6666239850954699,182.721394229738,-0.13822574566566,0.0435791449715279,0.10666961005486501
Aech|LOC105149472,Cpla|SGF55991,Dqua|LOC106746134,Hsal|LOC105183418,Obir|LOC105286716,Orug|SGF83121,Sinv|LOC105200233,786.3260255846719,0.498102500731413,0.0121291523035068,0.0554989544136812,800.835375362984,-0.34502113599877604,2.67584479184863e-08,4.89282536068219e-07,1081.69459369115,0.168626440729087,0.47166875138035297,0.779194767982656,333.160062791313,-0.0403495725940409,0.8488689673315379,0.984874295397627,810.045991476977,-0.4917061868848471,0.004759013392721829,0.0175257704207025,4504.63541841615,0.169631181235845,0.19511225857840803,0.55890870379423,316.42020469791,-0.30573677256292403,0.000322042924529595,0.00181820067807334
Aech|LOC105149494,Cpla|SGF52185,Dqua|LOC106750760,Hsal|LOC105181797,Obir|LOC105279636,Orug|SGF68808,Sinv|LOC105200253,12965.4348703136,0.815604722576106,0.0186004633204622,0.0768183711335126,1478.28675737958,0.125129449883392,0.0671470704677598,0.13649994772609697,16650.9176168273,-0.509708352792381,0.0241202307577261,0.203889665511865,825.252162894454,-0.0945572871576353,0.371750533077209,0.897716697879218,1038.33875839565,-0.12415016724052699,0.22015666088110397,0.360113565285144,5437.33718211954,-0.236525249249179,0.0636905341773657,0.312471504962222,301.066940983423,-0.23287430598984804,0.09968504135000801,0.204209487529539
Aech|LOC105144160,Cpla|SGF53095,Dqua|LOC106742078,Hsal|LOC105189792,Obir|LOC105280682,Orug|SGF71387,Sinv|LOC105195124,404.57458495025,0.333115346534683,0.0306481689237585,0.11247877995019401,512.5882975388839,0.305303512740817,5.5555132265909e-06,5.0530922935827704e-05,896.12917660863,-0.0942124483259456,0.5912131368506529,0.837092168393712,492.67960704504304,0.108796202409994,0.658877140780789,0.962357873978161,354.053593682519,0.180058718694374,0.0333309755384299,0.0841729509091324,863.9274679835651,-0.172649935333606,0.24738153524130702,0.6248485738155849,153.198607536582,0.0137896135144674,0.8946103318466021,0.9402545028759208
Aech|LOC105143811,Cpla|SGF65344,Dqua|LOC106750775,Hsal|LOC105181807,Obir|LOC105279622,Orug|SGF79247,Sinv|LOC105200264,1044.47205814972,-0.294878327379741,0.160048363802652,0.34822219972861995,827.352872986636,0.252843247315173,0.0017301802034681599,0.00672048705843426,5438.43879681251,-0.19909883141628304,0.34547172303995305,0.6986573282530459,330.06927005214,0.104632958573054,0.37115768294028295,0.897716697879218,936.8250968128999,0.503201449560042,0.0102347171152331,0.0329396072330123,13938.1550727127,-0.0455556409396082,0.7752847389472092,0.9417328863616279,268.136050890326,-0.20643010540192605,0.00677786477514739,0.0238752342382791
Aech|LOC105149153,Cpla|SGF59519,Dqua|LOC106744893,Hsal|LOC105191655,Obir|LOC105285551,Orug|SGF71214,Sinv|LOC105205548,500.913304243728,0.699045758790624,0.00599657969084177,0.03249572181753,792.8035594668801,-1.40550496033833,3.70916096393819e-07,4.80461791773017e-06,123.02417987568701,0.280122490342698,0.427274730388257,0.7502509397041179,803.27305509475,-0.0446327147282433,0.8312721051021941,0.9813242020380831,506.20446460939104,-1.23004734968031,2.56888663829054e-06,2.88799350747492e-05,2337.88275033838,-0.243744358278705,0.0804056688043998,0.359513767565901,131.94517273229098,-0.502704816815965,6.867167069524861e-07,8.09833539871838e-06
Aech|LOC105149158,Cpla|SGF48061,Dqua|LOC106750459,Hsal|LOC105185649,Obir|LOC105285546,Orug|SGF73162,Sinv|LOC105205550,1414.03105708904,0.47079054924806496,0.00427591816862854,0.0249418242149292,918.199671843552,0.0223982338500836,0.7372093534526171,0.823440825078981,1660.53910781299,0.0846005214266207,0.5736736098738361,0.828966538256438,640.589828095684,-0.148385798422055,0.0334584993306705,0.5744550575785411,771.757521206328,0.120718034177546,0.13621953990788,0.25239060583886896,1274.68245336235,0.125800717508469,0.40505741068512896,0.753607764809972,1619.4617856835998,-0.104472979683841,0.0381517630655631,0.0964270985667445
